,Year,const_num,constituency,total_const_votes,winner_name,winner_party,winner_votes,runner_name,runner_party,runner_votes,vote_difference,margin_percent
0,2013,1,Nippani,152690.0,Jolle Shashikala Annasaheb,BJP,81860.0,Kakaso Pandurang Patil,INC,63198.0,18662.0,12.222149453140348
1,2013,2,Chikkodi-Sadalga,149375.0,Prakash Babanna Hukkeri,INC,102237.0,Basavanni Rudrappa Sangappagol,BJP,25649.0,76588.0,51.272301255230126
2,2013,3,Athani,146290.0,Laxman Sangappa Savadi,BJP,74299.0,Mahesh Iranagouda Kumathalli,INC,50528.0,23771.0,16.249230979561148
3,2013,4,Kagwad,129200.0,Bharamgoud Alagoud Kage,BJP,41784.0,Shrimant Balasaheb Patil,JD(S),38897.0,2887.0,2.2345201238390096
4,2013,5,Kudachi,115375.0,P.Rajeev,BSRC,71057.0,Ghatage Shama Bhima,INC,24823.0,46234.0,40.07280606717226
5,2013,6,Raybag,122106.0,Aihole Duryodhan Mahalingappa,BJP,37535.0,Pradeep Ramu Malagi,IND,36706.0,829.0,0.6789183168722257
6,2013,7,Hukkeri,132961.0,Umesh Vishwanath Katti,BJP,81810.0,Ravi Basavaraj Karale,INC,24484.0,57326.0,43.11489835365258
7,2013,8,Arabhavi,145099.0,Balachandra Laxmanrao Jarkiholi,BJP,99283.0,Utagi Ramappa Kareppa,INC,24062.0,75221.0,51.84115672747572
8,2013,9,Gokak,144327.0,Jarkiholi Ramesh Laxmanrao,INC,79175.0,Ashok Ningayyaswami Pujari,JD(S),51170.0,28005.0,19.403853748778815
9,2013,10,Yemkanmardi,124560.0,Satish Laxmanarao Jarakiholi,INC,70726.0,Astagi Maruti Mallappa,BJP,46376.0,24350.0,19.548811817597944
10,2013,11,Belgaum Uttar,115183.0,Fairoz Nuruddin Saith,INC,45125.0,Renu Suhas Killekar,IND,26915.0,18210.0,15.80962468419819
11,2013,12,Belgaum Dakshin,131946.0,Sambhaji Lakshman Patil,IND,54426.0,Abhay Patil,BJP,48116.0,6310.0,4.782259409152229
12,2013,13,Belgaum Rural,152059.0,Sanjay B Patil,BJP,38322.0,Kinekar Manohar Kallappa,IND,36987.0,1335.0,0.8779486909686371
13,2013,14,Khanapur,134890.0,Arvind Chandrakant Patil,IND,37055.0,Rafique Khatalsab Khanapuri,INC,20903.0,16152.0,11.974201200978575
14,2013,15,Kittur,125970.0,Inamadar Danappagouda Basanagouda,INC,53924.0,Suresh Shivarudrappa Marihal,BJP,35634.0,18290.0,14.51932999920616
15,2013,16,Bailhongal,126797.0,Dr Vishwanath Iranagouda Patil,KJP,40709.0,Jagadish C. Metgud,BJP,37088.0,3621.0,2.8557457984021704
16,2013,17,Saundatti Yellamma,133145.0,Anand Alias Vishwanath Chandrashekhar Mamani,BJP,46434.0,Ravindra Bhupalappa Yaligar,INC,30392.0,16042.0,12.048518532427053
17,2013,18,Ramdurg,129132.0,Ashok Mahadevappa Pattan,INC,42310.0,Yadawad Shivalingappa Mahadevappa,BJP,37326.0,4984.0,3.859616516432798
18,2013,19,Mudhol,129099.0,Govind.M.Karjol,BJP,64727.0,Timmapur.Ramappa. Balappa.,INC,59549.0,5178.0,4.0108753747124295
19,2013,20,Terdal,151562.0,Umashree,INC,70189.0,Siddu Savadi,BJP,67590.0,2599.0,1.7148097808157718
20,2013,21,Jamkhandi,131750.0,Siddu B. Nyamagouda,INC,49145.0,Jagadish Gudagunti,IND,27993.0,21152.0,16.054648956356736
21,2013,22,Bilgi,149179.0,J . T. Patil,INC,66655.0,Muragesh. Rudrappa. Nirani,BJP,55417.0,11238.0,7.533231889206926
22,2013,23,Badami,139071.0,Chimmanakatti Balappa Bhimappa,INC,57446.0,Mahantesh Gurupadappa Mamadapur,JD(S),42333.0,15113.0,10.867111043999108
23,2013,24,Bagalkot,139966.0,Meti Hullappa Yamanappa,INC,68216.0,Charantimath Veeranna Chandrashekharayya,BJP,65316.0,2900.0,2.0719317548547505
24,2013,25,Hungund,137024.0,Kashappanavar Vijayanand Shivashankrappa,INC,72720.0,Doddanagouda G Patil,BJP,56923.0,15797.0,11.528637319009809
25,2013,26,Muddebihal,114726.0,Appaji Urf Channabasavaraj Shankarao Nadagoud,INC,34747.0,Vimalabai Jagadevrao Deshmukh,KJP,22545.0,12202.0,10.635775674215086
26,2013,27,Devar Hippargi,115245.0,Aminappagouda Sanganagouda Patil,INC,36231.0,Somanagouda. B. Patil (Sasanur),BJP,28135.0,8096.0,7.025033624018395
27,2013,28,Basavana Bagevadi,126819.0,Shivanand S Patil,INC,56329.0,Bellubbi Sangappa Kallappa,BJP,36653.0,19676.0,15.515025351090925
28,2013,29,Babaleshwar,134348.0,M.B.Patil,INC,62061.0,Patil Vijugouda,JD(S),57706.0,4355.0,3.2415815642957098
29,2013,30,Bijapur City,119021.0,Makbul S Bagawan,INC,48615.0,Basanagouda R Patil (Yatnal),JD(S),39235.0,9380.0,7.880962183144151
30,2013,31,Nagthan,140024.0,Raju Alagur,INC,45570.0,Devanand Phulsing Chavan,JD(S),44903.0,667.0,0.4763469119579501
31,2013,32,Indi,138775.0,Yashavantarayagouda Vittalagouda Patil,INC,58562.0,Ravikant Shankreppa Patil,KJP,25260.0,33302.0,23.997117636461898
32,2013,33,Sindgi,128355.0,Bhusanur Ramesh Balappa,BJP,37834.0,Managuli Mallappa Channaveerappa,JD(S),37082.0,752.0,0.5858751119940788
33,2013,34,Afzalpur,128606.0,Malikayya Venkayya Guttedar,INC,38093.0,M.Y.Patil,KJP,32855.0,5238.0,4.072904841142715
34,2013,35,Jevargi,144563.0,Ajay Dharam Singh,INC,67038.0,Doddappa Gouda S. Patil Naribola,BJP,30338.0,36700.0,25.386855557784493
35,2013,36,Shorapur,146207.0,Raja Venkatappa Nayak,INC,65033.0,Narasimhanayak (Rajugouda),JD(S),60958.0,4075.0,2.7871442543790654
36,2013,37,Shahapur,127118.0,Guru Patil Shiraval,KJP,54924.0,Sharanabasappagouda Darshanpur,INC,49128.0,5796.0,4.5595431016850485
37,2013,38,Yadgir,119778.0,Dr. Maalakareddy,INC,40434.0,Veer Baswant Reddy,KJP,31330.0,9104.0,7.600728013491626
38,2013,39,Gurmitkal,129030.0,Baburao Chinchanasoor,INC,36051.0,Nagana Gouda Kandakura,JD(S),34401.0,1650.0,1.278772378516624
39,2013,40,Chittapur,123716.0,Priyank M. Kharge,INC,69379.0,Valmiki Naik,BJP,38188.0,31191.0,25.211775356461573
40,2013,41,Sedam,135976.0,Dr Sharanprakash Patil,INC,53546.0,Rajkumar Patil,BJP,41651.0,11895.0,8.747867270694828
41,2013,42,Chincholi,112983.0,Dr Umesh G Jadav,INC,58599.0,Sunil Vallyapur,KJP,32539.0,26060.0,23.065416921129728
42,2013,43,Gulbarga Rural,123418.0,G.Ramkrishna,INC,40075.0,Revunayak Belamgi,BJP,32866.0,7209.0,5.8411252815634676
43,2013,44,Gulbarga Dakshin,117303.0,Dattatraya C. Patil Revoor (Appu Gouda),BJP,36850.0,Shashil.G.Namoshi,JD(S),26880.0,9970.0,8.499356367697331
44,2013,45,Gulbarga Uttar,104839.0,Qamar Ul Islam,INC,50498.0,Nasir Hussain Ustad,KJP,30377.0,20121.0,19.19228531367144
45,2013,46,Aland,132385.0,B.R. Patil,KJP,67085.0,Guttedar Subhash Rukmayya,JD(S),49971.0,17114.0,12.92744646296786
46,2013,47,Basavakalyan,126172.0,Mallikarjun Sidramappa Khuba,JD(S),37494.0,B. Narayanrao,INC,21601.0,15893.0,12.596297118219574
47,2013,48,Humnabad,136013.0,Rajashekhar Basavaraj Patil,INC,64694.0,M. Naseenoddin Patel,JD(S),40194.0,24500.0,18.012984052994934
48,2013,49,Bidar South,124857.0,Ashok Kheny,KMP,47763.0,Bandeppa Khashempur,JD(S),31975.0,15788.0,12.644865726390991
49,2013,50,Bidar,112971.0,Gurupadappa Nagamarpalli,KJP,50718.0,Raheem Khan,INC,48147.0,2571.0,2.2758052951642456
50,2013,51,Bhalki,147091.0,Eshwara Khandre,INC,58012.0,Sidram D.K.,KJP,48343.0,9669.0,6.573481722199183
51,2013,52,Aurad,129101.0,Prabhu B. Chavan,BJP,61826.0,Dhanaji Bheema Jadhav,KJP,38635.0,23191.0,17.96345496936507
52,2013,53,Raichur Rural,134739.0,Thipparaju,BJP,50497.0,Raja Rayappa Naik,INC,47227.0,3270.0,2.4269142564513615
53,2013,54,Raichur,99286.0,Dr. Shivaraj Patil S.,JD(S),45263.0,Syed Yasin,INC,37392.0,7871.0,7.927603086034285
54,2013,55,Manvi,121974.0,G.Hampayya Sahukar Ballatagi,INC,50619.0,Raja Venkatappa Nayak Raja Ambanna Nayak,JD(S),43632.0,6987.0,5.728269959171627
55,2013,56,Devadurga,127422.0,A. Venkatesh Naik,INC,62070.0,Arakera K Shivanagouda Nayak,BJP,58370.0,3700.0,2.9037371882406493
56,2013,57,Lingsugur,129580.0,Manappa D.Vajjal,JD(S),31737.0,D.S.Hoolageri,INC,30451.0,1286.0,0.992437104491434
57,2013,58,Sindhanur,145208.0,Badarli Hampanagouda,INC,49213.0,K.Kariyappa,BSRC,36197.0,13016.0,8.963693460415405
58,2013,59,Maski,105728.0,Pratapgowda Patil,INC,45552.0,Mahadevappa Gowda,KJP,26405.0,19147.0,18.109677663438255
59,2013,60,Kushtagi,138246.0,Doddanagouda Hanamagouda Patil,BJP,44007.0,Amaregouda Linganagouda Patil Bayyapur,INC,40970.0,3037.0,2.1968085875902377
60,2013,61,Kanakagiri,135446.0,Shivaraj Sangappa Tangadagi,INC,49451.0,Basavaraj Dadhesuguru,KJP,44399.0,5052.0,3.72989973864123
61,2013,62,Gangawati,125343.0,Iqbal Ansari,JD(S),60303.0,Paranna Eshwarappa Munavalli,BJP,30514.0,29789.0,23.765986134048173
62,2013,63,Yelburga,136729.0,Basavaraj Rayaraddy,INC,52388.0,Achar Halappa Basappa,BJP,35488.0,16900.0,12.360216194077335
63,2013,64,Koppal,151417.0,K.Raghavendra Basavaraj Hitnal,INC,81062.0,Karadi Sanganna Amarappa,BJP,54274.0,26788.0,17.691540579987716
64,2013,65,Shirahatti,131227.0,Doddamani Ramakrishna Shiddlingappa,INC,44738.0,Ramappa Sobeppa Lamani,BJP,44423.0,315.0,0.2400420645141625
65,2013,66,Gadag,136314.0,H K Patil,INC,70475.0,Anil Prakashbabu Mensinkai,BSRC,36748.0,33727.0,24.74213947210118
66,2013,67,Ron,145905.0,Gurupadagouda Sanganagouda Patil,INC,74593.0,Kalakappa Gurushanthappa Bandi,BJP,56366.0,18227.0,12.492375175627977
67,2013,68,Nargund,128630.0,B R Yavagal,INC,59620.0,C C Patil,BJP,51035.0,8585.0,6.674181761641919
68,2013,69,Navalgund,137347.0,N.H.Konaraddi,JD(S),44448.0,Patil Munenakoppa Shankar,BJP,41779.0,2669.0,1.9432532199465589
69,2013,70,Kundgol,129517.0,Channabasappa Satyappa Shivalli,INC,52690.0,Chikkangoudra Siddangouda Ishwargoud,KJP,31618.0,21072.0,16.269678883853082
70,2013,71,Dharwad,133018.0,Vinay Kulkarni,INC,53453.0,Amrut Ayyappa Desai,JD(S),35133.0,18320.0,13.772572133094767
71,2013,72,Hubli-Dharwad East,109094.0,Abbayya Prasad,INC,42353.0,Veerabhadrappa Halaharavi,BJP,28831.0,13522.0,12.394815480228061
72,2013,73,Hubli-Dharwad Central,117311.0,Jagadish Shettar,BJP,58201.0,Dr. Mahesh Nalwad,INC,40447.0,17754.0,15.134130644185115
73,2013,74,Hubli-Dharwad West,126910.0,Aravind Chandrakant Bellad,BJP,42003.0,S. R. Morey,INC,30821.0,11182.0,8.810968402805138
74,2013,75,Kalghatgi,131588.0,Santhosh S Lad,INC,76802.0,Nimbannavar Channappa Mallappa,KJP,31141.0,45661.0,34.69997264188224
75,2013,76,Haliyal,120150.0,Deshpande. R. V.,INC,55005.0,Sunil Hegade,JD(S),49066.0,5939.0,4.942987931751977
76,2013,77,Karwar,145439.0,Santeesh Sail Krishna,IND,80727.0,Asnotikar Anand Vasant,BJP,44847.0,35880.0,24.670136620851356
77,2013,78,Kumta,124257.0,Sharda Mohan Shetty,INC,36756.0,Dinakar Keshav Shetty,JD(S),36336.0,420.0,0.33800912624640866
78,2013,79,Bhatkal,134517.0,Mankala Subba Vaidya,IND,37319.0,Enayathullah Shabandri,JD(S),27435.0,9884.0,7.347770170313046
79,2013,80,Sirsi,131191.0,Anant Kageri Vishweshwar Hegde,BJP,42854.0,Ayyappanagar Deepak Honnavar,INC,39795.0,3059.0,2.331714827998872
80,2013,81,Yellapur,120745.0,Arbail Shivaram Hebbar,INC,58025.0,Patil Veerabhadragouda Shivanagouda,BJP,33533.0,24492.0,20.284069733736388
81,2013,82,Hangal,144395.0,Manohar H. Tahashildar,INC,66324.0,Udasi C.M,KJP,60638.0,5686.0,3.9378094809377053
82,2013,83,Shiggaon,150102.0,Basavaraj Bommai,BJP,73007.0,Khadri Sayed Azimpeer Sayed Kaderbasha,INC,63504.0,9503.0,6.331028234134122
83,2013,84,Haveri,150469.0,Rudrappa Manappa Lamani,INC,83119.0,Neharu Olekara,KJP,52911.0,30208.0,20.075896031740754
84,2013,85,Byadgi,149831.0,Basavaraj Neelappa Shivannanavar,INC,57707.0,Shivaraj Sajjanar,KJP,44348.0,13359.0,8.916045411163244
85,2013,86,Hirekerur,132997.0,U. B. Banakar,KJP,52623.0,B.C.Patil,INC,50017.0,2606.0,1.9594426941961098
86,2013,87,Ranibennur,159167.0,Koliwad K.B,INC,53780.0,R.Shankar,IND,46992.0,6788.0,4.2647031105694015
87,2013,88,Hadagalli,116099.0,P.T.Parameshwaranaik,INC,59336.0,B.Chandranaik,BJP,18526.0,40810.0,35.15103489263473
88,2013,89,Hagaribommanahalli,144826.0,Bheemanaik Lbp,JD(S),51972.0,K Nemaraja Naik,BJP,51847.0,125.0,0.08631046911466173
89,2013,90,Vijayanagara,124713.0,Anand Singh,BJP,69995.0,H.Abdul Wahab,INC,39358.0,30637.0,24.566003544137338
90,2013,91,Kampli,140277.0,T.H. Suresh Babu,BSRC,70858.0,J.N. Ganesh,IND,36462.0,34396.0,24.52005674486908
91,2013,92,Siruguppa,126777.0,B.M. Nagaraja,INC,65490.0,M.S. Somalingappa,BJP,43676.0,21814.0,17.20659110090947
92,2013,93,Bellary,130314.0,B. Sreeramulu,BSRC,74854.0,Asundi Vannurappa,INC,41560.0,33294.0,25.549058428104427
93,2013,94,Bellary City,119471.0,Anil Lad,INC,52098.0,S. Murali Krishna,BSRC,33898.0,18200.0,15.23382243389609
94,2013,95,Sandur,128384.0,E.Tukaram,INC,62246.0,Dhananjaya.R,JD(S),27615.0,34631.0,26.974545114656035
95,2013,96,Kudligi,132941.0,B. Nagendra,IND,71477.0,S. Venkatesha,INC,46674.0,24803.0,18.65714865993185
96,2013,97,Molakalmuru,164413.0,S. Thippeswamy,BSRC,76827.0,N. Y. Gopalakrishna,INC,69658.0,7169.0,4.360360798720296
97,2013,98,Challakere,147776.0,T Raghumurthy,INC,60197.0,K T Kumaraswamy,KJP,37074.0,23123.0,15.64733109571243
98,2013,99,Chitradurga,163365.0,G.H.Thippareddy,BJP,62228.0,Basavarajan (Basanna),JD(S),35510.0,26718.0,16.354788357359286
99,2013,100,Hiriyur,160397.0,D.Sudhakar,INC,71661.0,A.Krishnappa,JD(S),70456.0,1205.0,0.751260933807989
100,2013,101,Hosadurga,140003.0,B.G. Govindappa,INC,58010.0,Gulihatti D. Shekar,IND,37993.0,20017.0,14.297550766769284
101,2013,102,Holalkere,162979.0,H. Anjaneya,INC,76856.0,M. Chandrappa,KJP,63992.0,12864.0,7.893041434786078
102,2013,103,Jagalur,132149.0,H.P.Rajesh,INC,77805.0,S.V.Ramachandra,KJP,40915.0,36890.0,27.91545906514616
103,2013,104,Harapanahalli,150223.0,M P Ravindra,INC,56954.0,G Karunakarareddy,BJP,48548.0,8406.0,5.595681087449991
104,2013,105,Harihar,150743.0,H.S. Shivashankar,JD(S),59666.0,S.Ramappa,INC,40613.0,19053.0,12.639392873964297
105,2013,106,Davanagere North,134450.0,S S Mallikarjuna,INC,88101.0,S A Ravindranath,BJP,30821.0,57280.0,42.60319821494979
106,2013,107,Davanagere South,120410.0,Shamanur Shivashankarappa,INC,66320.0,Karekatte Syed Saifulla,JD(S),26162.0,40158.0,33.351050577194584
107,2013,108,Mayakonda,135030.0,K.Shivamurthy,INC,32435.0,N.Linganna,KJP,31741.0,694.0,0.5139598607716803
108,2013,109,Channagiri,143385.0,Vadnal Rajanna,INC,53355.0,K.Madal Virupakshappa,KJP,51582.0,1773.0,1.2365310178889004
109,2013,110,Honnali,149119.0,D. G Shantana Gowda,INC,78789.0,M. P. Renukacharya,KJP,60051.0,18738.0,12.56580315050396
110,2013,111,Shimoga Rural,143288.0,Sharada Pooryanaik,JD(S),48639.0,G.Basavannappa,KJP,38530.0,10109.0,7.0550220534866845
111,2013,112,Bhadravati,143556.0,Appaji. M.J,JD(S),78370.0,B.K.Sangameshwara,IND,34271.0,44099.0,30.719022541725877
112,2013,113,Shimoga,139648.0,K.B. Prasannakumar,INC,39355.0,S. Rudregowda,KJP,39077.0,278.0,0.1990719523373052
113,2013,114,Tirthahalli,139215.0,Kimmane Ratnakar,INC,37160.0,R. M. Manjunatha Gowda,KJP,35817.0,1343.0,0.9646948963832921
114,2013,115,Shikaripura,138566.0,B.S.Yadiyurappa,KJP,69126.0,H.S.Shanthaveerappagow Da(Shantanna),INC,44701.0,24425.0,17.62697920124706
115,2013,116,Sorab,141159.0,S.Madhu Bangarappa,JD(S),58541.0,H.Halappa,KJP,37316.0,21225.0,15.036235734172104
116,2013,117,Sagar,137407.0,Kagodu Thimmappa,INC,71960.0,B.R. Jayanth,KJP,30712.0,41248.0,30.01884911249063
117,2013,118,Byndoor,148090.0,K.Gopala Poojary,INC,82277.0,B.M. Sukumar Shetty,BJP,51128.0,31149.0,21.033830778580594
118,2013,119,Kundapura,138983.0,Halady Srinivasa Shetty,IND,80563.0,Mallyadi Shivarama Shetty,INC,39952.0,40611.0,29.22012044638553
119,2013,120,Udupi,138430.0,Pramod Madhwaraj,INC,86868.0,B. Sudhakar Shetty,BJP,47344.0,39524.0,28.55161453442173
120,2013,121,Kapu,113861.0,Vinay Kumar Sorake,INC,52782.0,Lalaji R.Mendon,BJP,50927.0,1855.0,1.62917943808679
121,2013,122,Karkal,130474.0,V.Sunill Kumar,BJP,65039.0,H.Gopal Bhandary,INC,60785.0,4254.0,3.2604197004767235
122,2013,123,Sringeri,119957.0,D.N. Jeevaraj,BJP,58402.0,T.D. Raje Gowda,INC,54950.0,3452.0,2.877697841726619
123,2013,124,Mudigere,110237.0,B.B. Ningaiah,JD(S),32417.0,B.N. Chandrappa,INC,31782.0,635.0,0.5760316409191106
124,2013,125,Chikmagalur,139045.0,C T Ravi,BJP,58683.0,K S Shanthe Gowda,INC,47695.0,10988.0,7.902477615160559
125,2013,126,Tarikere,124727.0,G.H Srinivasa,INC,35817.0,D.S Suresh,KJP,34918.0,899.0,0.7207741707890032
126,2013,127,Kadur,141538.0,Y.S.V.Datta,JD(S),68733.0,Belli Prakash,KJP,26300.0,42433.0,29.979934717178423
127,2013,128,Chiknayakanhalli,160826.0,C.B.Sureshbabu,JD(S),60759.0,J.C.Madhuswamy,KJP,49620.0,11139.0,6.9261189111213355
128,2013,129,Tiptur,140253.0,K.Shadakshari,INC,56817.0,B.C.Nagesh,BJP,45215.0,11602.0,8.272193821166034
129,2013,130,Turuvekere,140074.0,M.T.Krishnappa,JD(S),66089.0,Masala Jayaram,KJP,57164.0,8925.0,6.371632137298857
130,2013,131,Kunigal,142545.0,D. Nagarajaiah,JD(S),44575.0,D.Krishnakumar,BJP,34943.0,9632.0,6.757164404223228
131,2013,132,Tumkur City,138317.0,Dr. Rafeeq Ahmed S.,INC,43681.0,G.B. Jyothi Ganesh,KJP,40073.0,3608.0,2.608500762740661
132,2013,133,Tumkur Rural,146725.0,B.Suresh Gowda,BJP,55029.0,Gowrishankar.D.C.,JD(S),53457.0,1572.0,1.071392059976146
133,2013,134,Koratagere,152242.0,Sudhakara Lal .P.R,JD(S),72229.0,Dr. G.Parameshwara,INC,54074.0,18155.0,11.925092944128426
134,2013,135,Gubbi,139659.0,S R Shrinivas (Vasu),JD(S),58783.0,G.N. Bettaswamy,KJP,51539.0,7244.0,5.186919568377261
135,2013,136,Sira,159445.0,T B Jayachandra,INC,74089.0,B.Sathyanarayana,JD(S),59408.0,14681.0,9.207563736711718
136,2013,137,Pavagada,145380.0,K.M.Thimmarayappa,JD(S),68686.0,H.V.Venkatesh,INC,63823.0,4863.0,3.3450268262484526
137,2013,138,Madhugiri,147308.0,Kyatasandra N.Rajanna,INC,75086.0,M.V.Veerabhadraiah,JD(S),60659.0,14427.0,9.79376544383197
138,2013,139,Gauribidanur,149168.0,N H Shivashankara Reddy,INC,50131.0,K Jaipala Reddy,IND,44056.0,6075.0,4.072589295291215
139,2013,140,Bagepalli,150498.0,S.N Subbareddy(Chinnakayal Apalli),IND,66227.0,Sriramareddy G.V,CPM,35472.0,30755.0,20.43548751478425
140,2013,141,Chikkaballapur,146709.0,Dr. K Sudhakar,INC,74914.0,K P Bachegowda,JD(S),59866.0,15048.0,10.257039445432795
141,2013,142,Sidlaghatta,153740.0,M. Rajanna,JD(S),77931.0,V. Muniyappa,INC,62452.0,15479.0,10.068297125016262
142,2013,143,Chintamani,158113.0,J.K.Krishnareddy,JD(S),68950.0,Dr. M.C. Sudhakar,IND,67254.0,1696.0,1.0726505726916826
143,2013,144,Srinivaspur,168875.0,K.R.Rameshkumar,INC,83426.0,G.K.Venkatashivareddy,JD(S),79533.0,3893.0,2.305255366395263
144,2013,145,Mulbagal,138700.0,G.Manjunatha,IND,73146.0,N. Munianjappa,JD(S),39412.0,33734.0,24.321557317952415
145,2013,146,Kolar Gold Field,117374.0,Ramakka .Y,BJP,55014.0,M. Backthavachalam,JD(S),28992.0,26022.0,22.170156934244382
146,2013,147,Bangarapet,141858.0,S.N.Narayanaswamy.K.M,INC,71570.0,Em Narayanaswamy,BJP,43193.0,28377.0,20.003806623524934
147,2013,148,Kolar,163480.0,R. Vathur Prakash,IND,62957.0,K. Srinivasa Gowda,JD(S),50366.0,12591.0,7.701859554685589
148,2013,149,Malur,143121.0,K.S. Manjunathgowda,JD(S),57645.0,Krisshnaiah Setty Es.En. Maluru,IND,38876.0,18769.0,13.11407829738473
149,2013,150,Yelahanka,196147.0,S.R. Vishwanath,BJP,75507.0,B. Chandrappa,JD(S),57110.0,18397.0,9.379190097223002
